Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity,index
SONY231215C00095000,2023-11-20 9:30AM EST,95.0,0.1,0.0,0.1,0.0,-,1.0,8,27.15%,Call,2023-12-15,48
SONY231215C00100000,2023-11-21 12:45PM EST,100.0,0.05,0.0,0.1,0.0,-,100.0,103,43.75%,Call,2023-12-15,49
SONY231215C00105000,2023-10-27 1:20PM EST,105.0,0.75,0.0,0.05,0.0,-,1.0,1,52.34%,Call,2023-12-15,50
SONY231215P00075000,2023-11-16 12:38PM EST,75.0,0.1,0.0,0.1,0.0,-,1.0,13,57.42%,Put,2023-12-15,53
SONY231215P00080000,2023-12-04 1:18PM EST,80.0,0.1,0.0,0.1,0.0,-,40.0,208,43.75%,Put,2023-12-15,54
SONY231215P00082000,2023-11-24 12:17PM EST,82.0,0.28,0.0,0.1,0.0,-,1.0,1,35.55%,Put,2023-12-15,55
SONY231215P00083000,2023-12-04 10:48AM EST,83.0,0.6,0.0,0.15,0.0,-,13.0,617,34.57%,Put,2023-12-15,56
SONY231215P00084000,2023-12-07 9:30AM EST,84.0,0.18,0.0,0.1,0.0,-,5.0,26,27.34%,Put,2023-12-15,57
SONY231215P00085000,2023-12-07 12:46PM EST,85.0,0.2,0.05,0.15,0.0,-,6.0,453,25.68%,Put,2023-12-15,58
SONY231215P00086000,2023-12-06 1:54PM EST,86.0,0.3,0.1,0.2,0.0,-,5.0,47,22.95%,Put,2023-12-15,59
SONY231215P00087000,2023-12-08 9:48AM EST,87.0,0.42,0.2,0.35,-0.09,-17.65%,15.0,53,22.22%,Put,2023-12-15,60
SONY231215P00088000,2023-12-07 1:44PM EST,88.0,0.8,0.4,0.55,0.0,-,1.0,7,20.66%,Put,2023-12-15,61
SONY231215P00089000,2023-12-08 10:37AM EST,89.0,0.85,0.7,0.8,-0.72,-45.86%,3.0,17,17.97%,Put,2023-12-15,62
SONY231215P00090000,2023-12-08 9:57AM EST,90.0,1.7,1.25,1.35,-0.35,-17.07%,14.0,453,18.26%,Put,2023-12-15,63
SONY231222C00075000,2023-12-07 3:36PM EST,75.0,13.74,14.5,15.5,0.0,-,1.0,1,72.46%,Call,2023-12-22,68
SONY231222C00076000,2023-12-05 9:46AM EST,76.0,10.6,13.5,15.0,0.0,-,2.0,2,75.39%,Call,2023-12-22,69
SONY231222C00080000,2023-11-14 10:02AM EST,80.0,5.9,9.5,9.8,0.0,-,1.0,1,46.88%,Call,2023-12-22,71
SONY231222C00081000,2023-12-06 9:52AM EST,81.0,8.81,8.4,8.7,0.0,-,1.0,1,40.19%,Call,2023-12-22,72
SONY231222C00082000,2023-12-06 9:51AM EST,82.0,7.57,7.6,7.8,0.0,-,1.0,1,39.16%,Call,2023-12-22,73
SONY231222C00083000,2023-11-28 10:53AM EST,83.0,4.85,6.6,6.8,0.0,-,1.0,1,35.30%,Call,2023-12-22,74
SONY231222C00085000,2023-12-07 12:47PM EST,85.0,4.0,4.7,4.9,0.0,-,3.0,12,29.35%,Call,2023-12-22,76
SONY231222C00086000,2023-12-06 9:44AM EST,86.0,3.7,3.8,4.0,0.0,-,1.0,2,26.86%,Call,2023-12-22,77
SONY231222C00087000,2023-12-08 10:16AM EST,87.0,2.9,2.95,3.2,1.05,+56.76%,1.0,6,25.49%,Call,2023-12-22,78
SONY231222C00088000,2023-12-06 9:45AM EST,88.0,2.28,2.2,2.45,0.0,-,1.0,21,23.93%,Call,2023-12-22,79
SONY231222C00089000,2023-12-06 3:08PM EST,89.0,1.55,1.55,1.75,0.0,-,1.0,6,22.05%,Call,2023-12-22,80
SONY231222C00090000,2023-12-08 10:33AM EST,90.0,1.09,1.0,1.15,0.29,+36.25%,10.0,92,20.26%,Call,2023-12-22,81
SONY231222C00093000,2023-12-08 10:15AM EST,93.0,0.1,0.15,0.3,-0.05,-33.33%,1.0,24,19.83%,Call,2023-12-22,84
SONY231222C00094000,2023-11-13 10:11AM EST,94.0,0.12,0.05,0.15,0.0,-,1.0,2,18.95%,Call,2023-12-22,85
SONY231222C00095000,2023-11-28 10:41AM EST,95.0,0.08,0.0,0.1,0.0,-,2.0,112,19.83%,Call,2023-12-22,86
SONY231222C00096000,2023-11-16 1:23PM EST,96.0,0.14,0.0,0.1,0.0,-,9.0,9,22.36%,Call,2023-12-22,87
SONY231222C00100000,2023-11-14 1:33PM EST,100.0,0.2,0.0,0.1,0.0,-,4.0,110,31.93%,Call,2023-12-22,88
SONY231222P00074000,2023-11-13 10:40AM EST,74.0,0.22,0.0,0.1,0.0,-,1.0,0,49.81%,Put,2023-12-22,92
SONY231222P00075000,2023-12-06 3:11PM EST,75.0,0.08,0.0,0.1,0.0,-,2.0,231,46.88%,Put,2023-12-22,93
SONY231222P00078000,2023-12-06 9:30AM EST,78.0,0.04,0.0,0.15,0.0,-,2.0,6,41.02%,Put,2023-12-22,95
SONY231222P00079000,2023-11-14 10:12AM EST,79.0,0.39,0.0,0.15,0.0,-,5.0,8,37.89%,Put,2023-12-22,96
SONY231222P00080000,2023-12-05 9:31AM EST,80.0,0.1,0.0,0.15,0.0,-,1.0,1,34.67%,Put,2023-12-22,97
SONY231222P00081000,2023-12-05 9:30AM EST,81.0,0.3,0.0,0.15,0.0,-,1.0,1,31.54%,Put,2023-12-22,98
SONY231222P00083000,2023-11-15 11:55AM EST,83.0,0.6,0.05,0.15,0.0,-,12.0,11,25.20%,Put,2023-12-22,99
SONY231222P00084000,2023-12-06 9:30AM EST,84.0,0.35,0.1,0.2,0.0,-,2.0,3,23.73%,Put,2023-12-22,100
SONY231222P00086000,2023-12-07 9:37AM EST,86.0,0.65,0.25,0.4,0.0,-,6.0,7,21.34%,Put,2023-12-22,102
SONY231222P00087000,2023-12-06 3:11PM EST,87.0,0.68,0.45,0.55,0.0,-,3.0,4,19.85%,Put,2023-12-22,103
SONY231222P00088000,2023-12-07 11:22AM EST,88.0,1.35,0.7,0.8,0.0,-,1.0,12,18.90%,Put,2023-12-22,104
SONY231222P00089000,2023-12-06 11:31AM EST,89.0,1.2,0.95,1.15,0.0,-,1.0,2,18.02%,Put,2023-12-22,105
SONY231222P00090000,2023-12-01 3:51PM EST,90.0,4.1,1.45,1.65,0.0,-,1.0,1,17.60%,Put,2023-12-22,106
SONY231222P00091000,2023-12-07 12:46PM EST,91.0,2.95,2.05,2.2,0.0,-,3.0,4,15.99%,Put,2023-12-22,107
SONY231229C00081000,2023-12-04 1:46PM EST,81.0,4.95,8.7,8.9,0.0,-,1.0,1,37.70%,Call,2023-12-29,110
SONY231229C00082000,2023-12-01 3:59PM EST,82.0,4.9,7.7,8.0,0.0,-,1.0,4,36.33%,Call,2023-12-29,111
SONY231229C00083000,2023-11-14 9:58AM EST,83.0,3.5,6.8,7.0,0.0,-,2.0,3,32.91%,Call,2023-12-29,112
SONY231229C00084000,2023-11-27 1:57PM EST,84.0,4.1,5.7,6.1,0.0,-,1.0,2,31.08%,Call,2023-12-29,113
SONY231229C00085000,2023-12-01 1:21PM EST,85.0,2.7,4.9,5.2,0.0,-,7.0,15,28.93%,Call,2023-12-29,114
SONY231229C00086000,2023-12-08 10:46AM EST,86.0,4.05,4.0,4.3,0.05,+1.25%,3.0,4,26.47%,Call,2023-12-29,115
SONY231229C00087000,2023-11-21 10:54AM EST,87.0,2.33,3.2,3.4,0.0,-,4.0,5,23.63%,Call,2023-12-29,116
SONY231229C00088000,2023-12-06 10:20AM EST,88.0,2.7,2.5,2.7,0.0,-,2.0,4,22.75%,Call,2023-12-29,117
SONY231229C00090000,2023-12-08 9:30AM EST,90.0,1.15,1.35,1.5,0.85,+283.33%,2.0,15,20.78%,Call,2023-12-29,119
SONY231229C00091000,2023-12-07 2:18PM EST,91.0,0.65,0.85,1.05,0.0,-,1.0,4,20.02%,Call,2023-12-29,120
SONY231229C00092000,2023-12-06 9:37AM EST,92.0,0.56,0.55,0.7,0.0,-,3.0,1,19.39%,Call,2023-12-29,121
SONY231229C00094000,2023-12-08 10:34AM EST,94.0,0.2,0.2,0.3,0.04,+25.00%,2.0,6,19.09%,Call,2023-12-29,123
SONY231229C00095000,2023-12-08 9:30AM EST,95.0,0.15,0.1,0.2,0.05,+50.00%,5.0,11,19.39%,Call,2023-12-29,124
SONY231229C00096000,2023-12-06 9:36AM EST,96.0,0.15,0.05,0.15,0.0,-,2.0,3,20.26%,Call,2023-12-29,125
SONY231229C00100000,2023-11-20 9:30AM EST,100.0,0.05,0.0,0.15,0.0,-,1.0,8,28.61%,Call,2023-12-29,126
SONY231229P00079000,2023-11-14 9:30AM EST,79.0,0.45,0.0,0.2,0.0,-,10.0,10,33.30%,Put,2023-12-29,129
SONY231229P00081000,2023-11-14 3:49PM EST,81.0,0.74,0.05,0.15,0.0,-,7.0,6,26.07%,Put,2023-12-29,131
SONY231229P00083000,2023-12-01 11:23AM EST,83.0,0.7,0.1,0.25,0.0,-,1.0,1,23.73%,Put,2023-12-29,133
SONY231229P00084000,2023-11-24 10:50AM EST,84.0,0.87,0.2,0.3,0.0,-,5.0,10,22.02%,Put,2023-12-29,134
SONY231229P00085000,2023-12-06 10:27AM EST,85.0,0.4,0.25,0.4,0.0,-,2.0,2,20.92%,Put,2023-12-29,135
SONY240105C00085000,2023-12-06 9:47AM EST,85.0,5.1,5.0,5.4,0.0,-,4.0,4,27.74%,Call,2024-01-05,137
SONY240105C00087000,2023-12-06 10:23AM EST,87.0,3.68,3.5,3.8,0.0,-,2.0,4,24.98%,Call,2024-01-05,138
SONY240105C00088000,2023-12-04 1:25PM EST,88.0,1.0,2.8,3.0,0.0,-,8.0,16,22.93%,Call,2024-01-05,139
SONY240105C00089000,2023-12-08 10:42AM EST,89.0,2.2,2.2,2.4,0.65,+41.94%,2.0,1,22.36%,Call,2024-01-05,140
SONY240105C00090000,2023-12-07 1:56PM EST,90.0,1.4,1.65,1.8,0.0,-,4.0,18,21.09%,Call,2024-01-05,141
SONY240105C00091000,2023-12-07 9:59AM EST,91.0,0.5,1.2,1.35,0.0,-,1.0,3,20.58%,Call,2024-01-05,142
SONY240105C00093000,2023-12-07 1:54PM EST,93.0,0.5,0.55,0.75,0.0,-,1.0,1,20.48%,Call,2024-01-05,143
SONY240105C00097000,2023-12-07 9:30AM EST,97.0,0.15,0.05,0.2,0.0,-,1.0,2,20.90%,Call,2024-01-05,145
SONY240105P00086000,2023-11-27 9:32AM EST,86.0,1.69,0.6,0.7,0.0,-,7.0,7,19.46%,Put,2024-01-05,148
SONY240105P00089000,2023-12-08 10:53AM EST,89.0,1.55,1.45,1.6,-0.55,-26.19%,10.0,7,17.47%,Put,2024-01-05,150
SONY240112C00050000,2023-12-01 2:07PM EST,50.0,36.6,39.0,40.6,0.0,-,1.0,1,112.40%,Call,2024-01-12,151
SONY240112P00087000,2023-12-06 11:09AM EST,87.0,1.1,1.0,1.25,0.0,-,1.0,3,20.07%,Put,2024-01-12,157
SONY240119C00035000,2023-10-27 1:15PM EST,35.0,45.7,51.0,52.5,0.0,-,6.0,0,0.00%,Call,2024-01-19,158
SONY240119C00040000,2023-11-09 2:25PM EST,40.0,42.0,49.5,49.8,0.0,-,1.0,2,127.73%,Call,2024-01-19,159
SONY240119C00045000,2023-11-22 3:09PM EST,45.0,43.0,44.6,44.8,0.0,-,2.0,12,113.77%,Call,2024-01-19,160
SONY240119C00050000,2023-11-27 11:18AM EST,50.0,37.3,39.6,40.1,0.0,-,1.0,37,104.98%,Call,2024-01-19,161
SONY240119C00055000,2023-09-18 10:28AM EST,55.0,32.24,28.8,31.3,0.0,-,5.0,46,0.00%,Call,2024-01-19,162
SONY240119C00060000,2023-11-27 11:07AM EST,60.0,27.45,29.7,30.1,0.0,-,2.0,24,78.03%,Call,2024-01-19,163
SONY240119C00065000,2023-08-11 12:30PM EST,65.0,22.58,20.5,21.3,0.0,-,1.0,157,0.00%,Call,2024-01-19,164
SONY240119C00070000,2023-12-01 1:58PM EST,70.0,16.87,19.8,20.0,0.0,-,3.0,49,52.73%,Call,2024-01-19,165
SONY240119C00075000,2023-12-08 10:53AM EST,75.0,15.0,14.9,15.1,0.84,+5.93%,10.0,243,44.58%,Call,2024-01-19,166
SONY240119C00080000,2023-12-08 10:21AM EST,80.0,10.2,10.1,10.4,0.9,+9.68%,7.0,225,36.30%,Call,2024-01-19,167
SONY240119C00085000,2023-12-07 9:30AM EST,85.0,5.0,5.7,6.0,0.1,+2.04%,1.0,2111,28.69%,Call,2024-01-19,168
SONY240119C00090000,2023-12-08 10:14AM EST,90.0,2.35,2.35,2.45,0.63,+36.63%,19.0,6673,22.66%,Call,2024-01-19,169
SONY240119C00095000,2023-12-08 10:42AM EST,95.0,0.65,0.6,0.75,0.0,-,100.0,3666,21.34%,Call,2024-01-19,170
SONY240119C00100000,2023-12-07 3:43PM EST,100.0,0.15,0.15,0.2,0.0,-,1.0,1781,21.73%,Call,2024-01-19,171
SONY240119C00105000,2023-11-24 10:17AM EST,105.0,0.07,0.0,0.2,0.0,-,1.0,2269,28.71%,Call,2024-01-19,172
SONY240119C00110000,2023-12-04 9:54AM EST,110.0,0.05,0.0,0.2,0.0,-,34.0,651,35.01%,Call,2024-01-19,173
SONY240119C00115000,2023-09-06 1:40PM EST,115.0,0.25,0.0,0.25,0.0,-,6.0,1220,42.53%,Call,2024-01-19,174
SONY240119C00120000,2023-09-06 1:39PM EST,120.0,0.2,0.0,0.0,0.0,-,1.0,497,25.00%,Call,2024-01-19,175
SONY240119C00125000,2023-09-15 8:44AM EST,125.0,0.07,0.0,0.2,0.0,-,10.0,437,51.27%,Call,2024-01-19,176
SONY240119C00130000,2023-10-09 1:41PM EST,130.0,0.1,0.0,0.75,0.0,-,1.0,60,62.60%,Call,2024-01-19,177
SONY240119C00135000,2023-12-04 1:54PM EST,135.0,0.03,0.0,0.05,0.0,-,1.0,130,50.00%,Call,2024-01-19,178
SONY240119C00140000,2023-07-12 8:30AM EST,140.0,0.4,0.0,0.0,0.0,-,1.0,117,25.00%,Call,2024-01-19,179
SONY240119C00145000,2023-04-11 9:31AM EST,145.0,0.25,0.05,0.45,0.0,-,1.0,8,71.39%,Call,2024-01-19,180
SONY240119C00150000,2023-07-13 8:56AM EST,150.0,0.25,0.05,0.25,0.0,-,1.0,235,69.92%,Call,2024-01-19,181
SONY240119C00155000,2023-05-09 9:24AM EST,155.0,0.18,0.0,0.0,0.0,-,14.0,0,25.00%,Call,2024-01-19,182
SONY240119C00160000,2023-08-03 8:30AM EST,160.0,0.15,0.0,0.1,0.0,-,1.0,220,67.19%,Call,2024-01-19,183
SONY240119C00165000,2022-07-27 11:15AM EST,165.0,0.8,0.0,2.85,0.0,-,1.0,3,119.04%,Call,2024-01-19,184
SONY240119C00170000,2023-05-08 1:38PM EST,170.0,0.05,0.0,0.0,0.0,-,3.0,0,50.00%,Call,2024-01-19,185
SONY240119C00175000,2023-05-08 1:38PM EST,175.0,0.05,0.0,0.0,0.0,-,1.0,0,50.00%,Call,2024-01-19,186
SONY240119C00180000,2022-06-17 1:39PM EST,180.0,0.75,0.0,0.0,0.0,-,2.0,2,50.00%,Call,2024-01-19,187
SONY240119C00185000,2023-07-10 11:10AM EST,185.0,0.08,0.0,0.2,0.0,-,1.0,23,87.89%,Call,2024-01-19,188
SONY240119C00190000,2023-08-11 1:16PM EST,190.0,0.05,0.0,0.05,0.0,-,1.0,264,78.13%,Call,2024-01-19,189
SONY240119P00035000,2023-07-13 2:00PM EST,35.0,0.1,0.0,0.15,0.0,-,1.0,64,117.19%,Put,2024-01-19,190
SONY240119P00040000,2023-06-20 2:22PM EST,40.0,0.14,0.0,0.95,0.0,-,1.0,113,135.94%,Put,2024-01-19,191
SONY240119P00045000,2023-04-11 10:59AM EST,45.0,0.65,0.0,0.0,0.0,-,35.0,37,50.00%,Put,2024-01-19,192
SONY240119P00050000,2023-09-01 8:30AM EST,50.0,0.03,0.05,0.25,0.0,-,55.0,225,83.40%,Put,2024-01-19,193
SONY240119P00055000,2023-11-02 2:25PM EST,55.0,0.1,0.0,0.1,0.0,-,1.0,72,60.94%,Put,2024-01-19,194
SONY240119P00060000,2023-11-20 12:56PM EST,60.0,0.06,0.0,0.15,0.0,-,1.0,112,53.91%,Put,2024-01-19,195
SONY240119P00065000,2023-10-31 2:45PM EST,65.0,0.4,0.0,0.15,0.0,-,1.0,403,49.22%,Put,2024-01-19,196
SONY240119P00070000,2023-11-30 10:22AM EST,70.0,0.13,0.0,0.25,0.0,-,1.0,705,43.36%,Put,2024-01-19,197
SONY240119P00075000,2023-11-27 1:01PM EST,75.0,0.2,0.1,0.35,0.0,-,1.0,2593,35.74%,Put,2024-01-19,198
SONY240119P00080000,2023-12-08 9:49AM EST,80.0,0.4,0.3,0.4,0.05,+14.29%,2.0,3037,26.10%,Put,2024-01-19,199
SONY240119P00085000,2023-12-07 11:33AM EST,85.0,1.2,0.8,0.95,0.0,-,1050.0,3915,21.34%,Put,2024-01-19,200
SONY240119P00090000,2023-12-08 10:34AM EST,90.0,2.55,2.4,2.55,-0.1,-3.77%,4.0,1539,17.82%,Put,2024-01-19,201
SONY240119P00095000,2023-11-13 9:30AM EST,95.0,11.5,5.8,5.9,0.0,-,1.0,26,14.06%,Put,2024-01-19,202
SONY240119P00100000,2023-11-28 10:17AM EST,100.0,13.3,10.4,10.7,0.0,-,1.0,2,13.67%,Put,2024-01-19,203
SONY240119P00105000,2023-08-17 2:50PM EST,105.0,22.52,17.8,18.9,0.0,-,1.0,41,62.16%,Put,2024-01-19,204
SONY240119P00110000,2023-11-14 12:02PM EST,110.0,25.0,20.4,20.8,0.0,-,2.0,0,31.54%,Put,2024-01-19,205
SONY240119P00115000,2023-08-09 8:32AM EST,115.0,26.15,28.7,32.8,0.0,-,7.0,0,104.10%,Put,2024-01-19,206
SONY240119P00120000,2022-09-23 9:40AM EST,120.0,52.18,54.2,57.0,0.0,-,1.0,0,279.69%,Put,2024-01-19,207
SONY240119P00130000,2023-02-17 12:52PM EST,130.0,45.5,41.5,45.3,0.0,-,7.0,0,102.05%,Put,2024-01-19,208
SONY240119P00135000,2022-09-30 2:28PM EST,135.0,70.8,66.3,68.4,0.0,-,2.0,0,277.37%,Put,2024-01-19,209
SONY240119P00150000,2023-10-04 11:01AM EST,150.0,68.91,60.8,63.9,0.0,-,1.0,1,109.74%,Put,2024-01-19,211
SONY240119P00190000,2023-11-20 12:03PM EST,190.0,102.66,100.4,100.7,0.0,-,1.0,0,73.44%,Put,2024-01-19,214
SONY240419C00045000,2023-12-01 3:00PM EST,45.0,42.2,45.1,45.6,0.0,-,2.0,2,79.44%,Call,2024-04-19,215
SONY240419C00050000,2023-12-01 2:51PM EST,50.0,37.3,40.2,40.7,0.0,-,5.0,6,70.65%,Call,2024-04-19,216
SONY240419C00055000,2023-12-04 1:06PM EST,55.0,31.6,35.3,36.0,0.0,-,2.0,12,63.75%,Call,2024-04-19,217
SONY240419C00060000,2023-12-01 3:16PM EST,60.0,27.6,30.5,31.2,0.0,-,6.0,8,56.89%,Call,2024-04-19,218
SONY240419C00065000,2023-12-01 2:48PM EST,65.0,22.9,25.7,26.5,0.0,-,7.0,9,50.46%,Call,2024-04-19,219
SONY240419C00070000,2023-12-01 3:43PM EST,70.0,18.3,21.0,21.4,0.0,-,9.0,12,44.29%,Call,2024-04-19,220
SONY240419C00075000,2023-12-07 9:34AM EST,75.0,15.2,16.5,16.8,0.0,-,3.0,156,38.42%,Call,2024-04-19,221
SONY240419C00080000,2023-12-07 3:58PM EST,80.0,11.7,12.1,12.5,0.0,-,23.0,148,33.62%,Call,2024-04-19,222
SONY240419C00085000,2023-12-06 9:49AM EST,85.0,8.5,8.4,8.7,0.0,-,5.0,51,30.01%,Call,2024-04-19,223
SONY240419C00090000,2023-12-07 12:37PM EST,90.0,4.9,5.3,5.5,0.0,-,2.0,251,26.97%,Call,2024-04-19,224
SONY240419C00095000,2023-12-08 10:41AM EST,95.0,3.1,3.1,3.3,0.6,+24.00%,53.0,297,25.61%,Call,2024-04-19,225
SONY240419C00100000,2023-12-08 10:22AM EST,100.0,1.7,1.65,1.8,0.14,+8.97%,10.0,289,24.49%,Call,2024-04-19,226
SONY240419C00105000,2023-12-05 10:07AM EST,105.0,0.63,0.85,0.95,0.0,-,1.0,57,24.07%,Call,2024-04-19,227
SONY240419C00110000,2023-12-06 2:12PM EST,110.0,0.47,0.4,0.55,0.0,-,3.0,94,24.68%,Call,2024-04-19,228
SONY240419C00115000,2023-12-04 9:57AM EST,115.0,0.22,0.15,0.45,0.0,-,25.0,303,27.17%,Call,2024-04-19,229
SONY240419C00120000,2023-11-01 9:19AM EST,120.0,0.21,0.0,0.0,0.0,-,1.0,2,12.50%,Call,2024-04-19,230
SONY240419C00125000,2023-11-28 11:39AM EST,125.0,0.25,0.05,0.3,0.0,-,4.0,4,31.20%,Call,2024-04-19,231
SONY240419P00050000,2023-08-30 2:00PM EST,50.0,0.35,0.1,0.55,0.0,-,2.0,8,53.81%,Put,2024-04-19,233
SONY240419P00060000,2023-11-10 9:36AM EST,60.0,0.4,0.1,0.35,0.0,-,30.0,1038,39.50%,Put,2024-04-19,235
SONY240419P00065000,2023-12-01 3:28PM EST,65.0,0.5,0.3,0.45,0.0,-,70.0,1254,34.62%,Put,2024-04-19,236
SONY240419P00070000,2023-12-04 3:45PM EST,70.0,0.82,0.5,0.65,0.0,-,1.0,37,30.66%,Put,2024-04-19,237
SONY240419P00075000,2023-12-06 3:24PM EST,75.0,1.02,0.85,1.0,0.0,-,50.0,755,27.20%,Put,2024-04-19,238
SONY240419P00080000,2023-12-07 9:35AM EST,80.0,1.85,1.5,1.65,0.0,-,1.0,209,24.39%,Put,2024-04-19,239
SONY240419P00085000,2023-12-04 3:54PM EST,85.0,4.1,2.6,2.8,0.0,-,22.0,452,22.05%,Put,2024-04-19,240
